,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
14535,EG,0,0,0,0
14536,ES,0,0,0,0
14537,CA,0,0,0,0
14538,US,1,2,105,0
14539,EG,1,1,24,0
14540,EG,1,1,2,0
14541,VN,1,1,0,0
14542,EG,1,1,2,0
14543,EG,1,1,7,0
14544,EC,1,1,1,0
14545,US,0,0,0,0
14546,IN,1,1,3,0
14547,SG,1,1,19,0
14548,US,1,1,26,0
14549,PH,1,2,135,0
14550,ID,1,1,7,0
14551,IN,0,0,0,0
14552,IN,0,0,0,0
14553,US,0,0,0,0
14554,US,0,0,0,0
14555,IN,1,1,6,0
14556,IN,1,1,22,0
14557,EG,0,0,0,0
14558,FR,0,0,0,0
14559,GB,1,4,0,1
14560,GB,0,0,0,0
14561,PL,1,2,5,0
14562,IN,1,3,23,1
14563,MX,0,0,0,0
14564,NG,0,0,0,0
14565,IN,1,2,0,0
14566,GB,1,1,9,0
14567,FR,0,0,0,0
14568,PT,0,0,0,0
14569,PH,0,0,0,0
14570,GB,1,4,13,0
14571,NG,0,0,0,0
14572,AZ,0,0,0,0
14573,NG,0,0,0,0
14574,NG,1,1,0,0
14575,VE,1,2,40,0
14576,NL,0,0,0,0
14577,AU,1,1,46,0
14578,IN,0,0,0,0
14579,IN,1,1,0,0
14580,DZ,0,0,0,0
14581,CI,0,0,0,0
14582,EG,0,0,0,0
14583,IN,1,1,51,0
14584,GB,1,3,78,0
14585,EG,0,0,0,0
14586,NP,1,2,48,0
14587,IN,0,0,0,0
14588,IN,1,1,1,0
14589,EG,1,1,0,0
14590,IN,1,1,1,0
14591,DE,0,0,0,0
14592,IN,1,5,77,0
14593,US,0,0,0,0
14594,GB,1,2,2,0
14595,US,1,1,5,0
14596,US,1,3,29,0
14597,IN,0,0,0,0
14598,HK,1,2,2,0
14599,US,1,1,2,0
14600,MX,1,1,5,0
14601,GB,1,1,1,0
14602,FR,0,0,0,0
14603,US,0,0,0,0
14604,SG,0,0,0,0
14605,US,1,1,10,0
14606,US,1,1,36,0
14607,GB,1,5,9,0
14608,US,1,1,12,0
14609,PL,1,1,1,0
14610,EG,1,2,89,0
14611,GB,1,8,51,1
14612,IN,0,0,0,0
14613,VN,0,0,0,0
14614,US,0,0,0,0
14615,CA,1,1,1,0
14616,GB,0,0,0,0
14617,IN,0,0,0,0
14618,EG,1,1,0,0
14619,TR,0,0,0,0
14620,KE,0,0,0,0
14621,IN,1,2,50,0
14622,FR,0,0,0,0
14623,ZA,1,1,3,0
14624,FR,1,1,0,0
14625,NG,1,1,5,0
14626,GB,1,1,19,0
14627,US,1,2,10,0
14628,IN,1,1,0,0
14629,AZ,1,2,14,0
14630,MX,1,1,10,0
14631,NG,1,1,0,0
14632,CA,1,4,117,1
14633,US,1,6,28,0
14634,DE,0,0,0,0
14635,GB,0,0,0,0
14636,IE,0,0,0,0
14637,EG,1,2,6,0
14638,EG,1,1,2,0
14639,DE,1,1,6,0
14640,GB,0,0,0,0
14641,MD,1,1,6,0
14642,US,1,1,1,0
14643,AU,1,1,44,0
14644,MY,0,0,0,0
14645,US,0,0,0,0
14646,CA,1,12,152,1
14647,EG,1,1,4,0
14648,US,1,1,18,0
14649,US,0,0,0,0
14650,US,1,1,0,0
14651,US,0,0,0,0
14652,EG,0,0,0,0
14653,CA,1,1,0,0
14654,ZA,0,0,0,0
14655,SG,0,0,0,0
14656,IN,0,0,0,0
14657,IN,1,4,0,0
14658,EG,1,1,42,0
14659,SE,1,1,7,0
14660,FI,1,1,0,0
14661,MY,1,8,191,0
14662,DE,0,0,0,0
14663,NG,1,2,1,0
14664,EG,0,0,0,0
14665,EG,1,1,87,0
14666,IN,1,3,50,0
14667,NG,0,0,0,0
14668,NG,1,7,45,0
14669,IN,1,1,107,0
14670,NG,0,0,0,0
14671,NG,0,0,0,0
14672,NG,1,1,1,0
14673,IN,0,0,0,0
14674,SG,1,1,5,0
14675,NG,1,2,48,0
14676,FR,1,1,5,0
14677,US,0,0,0,0
14678,IE,0,0,0,0
14679,US,0,0,0,0
14680,PT,0,0,0,0
14681,CA,0,0,0,0
14682,US,0,0,0,0
14683,JP,1,1,0,0
14684,QA,1,1,0,0
14685,ZA,0,0,0,0
14686,DE,1,3,54,0
14687,DE,0,0,0,0
14688,GB,0,0,0,0
14689,EG,1,5,50,0
14690,IN,0,0,0,0
14691,VN,1,1,13,0
14692,MA,1,1,14,0
14693,NG,1,1,1,0
14694,PK,1,1,3,0
14695,TR,0,0,0,0
14696,EG,1,25,4,0
14697,NG,0,0,0,0
14698,US,1,2,1,0
14699,EG,1,5,39,0
14700,DE,0,0,0,0
14701,US,0,0,0,0
14702,FR,1,1,1,0
14703,IL,1,2,28,0
14704,IN,0,0,0,0
14705,US,0,0,0,0
14706,IN,1,1,1,0
14707,ID,0,0,0,0
14708,UZ,0,0,0,0
14709,ZA,1,1,8,0
14710,NG,1,1,1,0
14711,BR,1,1,10,0
14712,US,1,2,44,0
14713,IN,0,0,0,0
14714,TJ,1,2,2,0
14715,PL,0,0,0,0
14716,US,1,1,8,0
14717,IN,0,0,0,0
14718,US,1,1,25,0
14719,FR,0,0,0,0
14720,FR,1,1,0,0
14721,IN,1,2,1,0
14722,US,0,0,0,0
14723,US,0,0,0,0
14724,US,1,16,7,1
14725,US,1,3,35,0
14726,CA,1,1,5,0
14727,NG,0,0,0,0
14728,CA,1,2,6,0
14729,NG,0,0,0,0
14730,DZ,1,1,1,0
14731,PL,1,1,5,0
14732,US,0,0,0,0
14733,IT,0,0,0,0
14734,US,0,0,0,0
14735,PT,1,2,13,0
14736,US,0,0,0,0
14737,PH,0,0,0,0
14738,SA,0,0,0,0
14739,US,1,1,1,0
14740,US,1,2,12,0
14741,IN,0,0,0,0
14742,IN,0,0,0,0
14743,MY,0,0,0,0
14744,EG,0,0,0,0
14745,HK,0,0,0,0
14746,SG,1,3,18,0
14747,US,1,3,31,0
14748,US,0,0,0,0
14749,US,1,1,1,0
14750,VE,0,0,0,0
14751,US,0,0,0,0
14752,IN,1,1,0,0
14753,IN,1,3,78,0
14754,NZ,1,3,28,0
14755,IN,0,0,0,0
14756,NG,1,1,7,0
14757,IN,0,0,0,0
14758,IN,1,1,4,0
14759,NG,0,0,0,0
14760,NG,0,0,0,0
14761,PT,0,0,0,0
14762,SA,1,1,25,0
14763,NG,0,0,0,0
14764,NG,0,0,0,0
14765,NG,0,0,0,0
14766,FR,1,4,168,1
14767,PE,0,0,0,0
14768,NG,0,0,0,0
14769,IN,1,1,1,0
14770,EG,0,0,0,0
14771,NL,0,0,0,0
14772,YE,0,0,0,0
14773,ES,1,1,0,0
14774,JO,1,1,0,0
14775,NG,1,1,2,0
14776,NG,0,0,0,0
14777,NG,0,0,0,0
14778,NG,0,0,0,0
14779,SE,0,0,0,0
14780,UG,1,3,31,0
14781,BG,0,0,0,0
14782,ES,1,1,0,0
14783,RU,1,4,83,0
14784,NG,1,1,13,0
14785,NG,1,2,118,0
14786,NG,1,1,19,0
14787,US,0,0,0,0
14788,DZ,0,0,0,0
14789,GB,1,5,106,0
14790,GR,0,0,0,0
14791,IN,0,0,0,0
14792,NG,1,3,2,0
14793,IN,1,1,0,0
14794,NG,1,1,8,0
14795,SG,1,63,730,1
14796,SG,1,63,730,1
14797,SG,1,63,730,1
14798,SG,1,63,730,1
14799,AL,1,1,38,0
14800,BG,0,0,0,0
14801,ID,1,1,0,0
14802,CA,1,1,1,0
14803,KZ,1,1,1,0
14804,NG,0,0,0,0
14805,DK,0,0,0,0
14806,NG,0,0,0,0
14807,PK,0,0,0,0
14808,EG,1,1,1,0
14809,ES,0,0,0,0
14810,DK,0,0,0,0
14811,GB,0,0,0,0
14812,IN,0,0,0,0
14813,BD,0,0,0,0
14814,QA,0,0,0,0
14815,US,0,0,0,0
14816,IN,1,2,2,0
14817,NG,1,2,41,0
14818,IT,1,5,43,1
14819,PL,0,0,0,0
14820,US,0,0,0,0
14821,IN,1,1,1,0
14822,EG,1,1,0,0
14823,CY,0,0,0,0
14824,BD,1,2,1,0
14825,US,0,0,0,0
14826,DE,0,0,0,0
14827,GB,1,1,50,0
14828,US,0,0,0,0
14829,CA,1,1,66,0
14830,US,0,0,0,0
14831,CM,0,0,0,0
14832,TN,0,0,0,0
14833,IN,1,2,58,0
14834,US,1,1,2,0
14835,DE,0,0,0,0
14836,NG,0,0,0,0
14837,GB,1,1,0,0
14838,IN,0,0,0,0
14839,US,1,11,434,0
14840,US,1,1,19,0
14841,NZ,0,0,0,0
14842,TR,1,4,3,0
14843,CH,0,0,0,0
14844,US,1,1,1,0
14845,UA,0,0,0,0
14846,NG,0,0,0,0
14847,NG,0,0,0,0
14848,NG,1,1,52,0
14849,TZ,1,1,1,0
14850,NG,1,3,79,0
14851,SA,1,1,1,0
14852,US,0,0,0,0
14853,BE,1,1,1,0
14854,GH,0,0,0,0
14855,CA,1,1,1,0
14856,IN,0,0,0,0
14857,SA,1,3,27,0
14858,GB,0,0,0,0
14859,MA,1,1,19,0
14860,DE,0,0,0,0
14861,BR,1,25,112,1
14862,US,0,0,0,0
14863,PT,0,0,0,0
14864,US,1,1,4,0
14865,ID,0,0,0,0
14866,GB,1,1,0,0
14867,EG,1,1,0,0
14868,TN,0,0,0,0
14869,PH,0,0,0,0
14870,IN,0,0,0,0
14871,SG,0,0,0,0
14872,CL,0,0,0,0
14873,BR,0,0,0,0
14874,GB,1,1,0,1
14875,SG,0,0,0,0
14876,IN,0,0,0,0
14877,ID,1,1,1,0
14878,MA,1,1,0,0
14879,IN,0,0,0,0
14880,ID,1,1,1,0
14881,IN,0,0,0,0
14882,BD,0,0,0,0
14883,KR,0,0,0,0
14884,US,1,1,1,0
14885,PK,1,2,5,0
14886,IN,0,0,0,0
14887,IN,1,1,1,0
14888,US,0,0,0,0
14889,US,1,3,8,0
14890,IN,1,1,0,0
14891,IN,1,2,61,0
14892,US,0,0,0,0
14893,CH,0,0,0,0
14894,AU,0,0,0,0
14895,US,1,1,1,0
14896,BR,0,0,0,0
14897,IN,0,0,0,0
14898,NL,1,4,15,1
14899,EG,1,1,1,0
14900,NG,1,3,4,0
14901,GB,1,1,32,0
14902,NG,0,0,0,0
14903,NG,0,0,0,0
14904,AU,0,0,0,0
14905,NG,0,0,0,0
14906,AU,1,1,0,0
14907,ID,0,0,0,0
14908,EG,1,1,0,0
14909,IN,1,1,22,0
14910,DE,1,1,3,0
14911,MT,1,1,0,0
14912,CA,0,0,0,0
14913,ID,0,0,0,0
14914,IN,0,0,0,0
14915,IT,0,0,0,0
14916,IN,0,0,0,0
14917,DZ,0,0,0,0
14918,NG,0,0,0,0
14919,AU,1,9,200,0
14920,NG,0,0,0,0
14921,IN,1,2,50,0
14922,BG,0,0,0,0
14923,GB,0,0,0,0
14924,MY,0,0,0,0
14925,BG,0,0,0,0
14926,NG,0,0,0,0
14927,IN,1,1,0,0
14928,TN,0,0,0,0
14929,NG,1,1,1,0
14930,IN,0,0,0,0
14931,KE,1,3,2,0
14932,NG,0,0,0,0
14933,GB,0,0,0,0
14934,IN,0,0,0,0
14935,NG,0,0,0,0
14936,US,1,1,1,0
14937,DE,0,0,0,0
14938,IN,0,0,0,0
14939,DZ,0,0,0,0
14940,IT,1,2,20,0
14941,US,0,0,0,0
14942,CI,1,1,1,0
14943,IN,0,0,0,0
14944,AZ,0,0,0,0
14945,IN,1,3,13,0
14946,US,0,0,0,0
14947,IN,1,1,11,0
14948,IN,1,2,29,0
14949,TG,1,1,9,0
14950,DO,1,1,1,0
14951,ZM,1,1,8,0
14952,KR,1,1,1,0
14953,KE,1,20,1,0
14954,US,0,0,0,0
14955,US,1,1,0,0
14956,IN,0,0,0,0
14957,NP,0,0,0,0
14958,MY,1,3,61,0
14959,IN,1,1,3,0
14960,BD,1,3,35,0
14961,US,0,0,0,0
14962,EG,0,0,0,0
14963,KE,1,4,9,0
14964,NG,1,3,8,0
14965,BR,1,1,0,0
14966,NG,0,0,0,0
14967,GB,0,0,0,0
14968,GB,0,0,0,0
14969,IN,1,3,2,0
14970,GB,0,0,0,0
14971,CA,1,1,1,0
14972,CO,1,10,93,0
14973,US,0,0,0,0
14974,NG,1,1,0,0
14975,EG,1,5,0,0
14976,ET,0,0,0,0
14977,BE,0,0,0,0
14978,IT,1,1,1,0
14979,US,0,0,0,0
14980,US,1,2,45,0
14981,NG,1,1,7,0
14982,TR,1,1,7,0
14983,CA,0,0,0,0
14984,GB,0,0,0,0
14985,CA,1,1,0,0
14986,NG,1,1,0,0
14987,US,0,0,0,0
14988,PT,1,1,0,0
14989,MX,1,1,46,0
14990,NG,1,1,4,0
14991,US,1,1,0,0
14992,MX,1,1,1,0
14993,EG,1,2,7,0
14994,US,1,2,47,0
14995,US,0,0,0,0
14996,CA,0,0,0,0
14997,TN,1,1,0,0
14998,IN,0,0,0,0
14999,ZA,1,1,11,0
15000,MX,1,2,0,0
15001,BR,1,5,79,1
15002,NG,0,0,0,0
15003,US,1,18,105,1
15004,AU,1,1,1,0
15005,VN,1,2,22,0
15006,US,1,3,39,0
15007,CA,0,0,0,0
15008,IN,1,2,11,0
15009,CA,0,0,0,0
15010,US,1,1,4,0
15011,CA,0,0,0,0
15012,IN,0,0,0,0
15013,NP,1,1,17,0
15014,HK,1,1,0,0
15015,TN,0,0,0,0
15016,IN,1,1,0,0
15017,IN,0,0,0,0
15018,NG,1,1,45,0
15019,IN,1,1,2,0
15020,DE,1,7,81,0
15021,IN,1,1,1,0
15022,NG,0,0,0,0
15023,US,1,2,40,0
15024,VN,0,0,0,0
15025,IN,0,0,0,0
15026,BG,1,1,0,0
15027,KE,1,6,227,1
15028,IN,0,0,0,0
15029,NL,1,1,18,0
15030,IN,0,0,0,0
15031,BD,0,0,0,0
15032,DK,0,0,0,0
15033,IN,1,1,0,0
15034,NL,1,1,7,0
15035,IN,0,0,0,0
15036,MY,0,0,0,0
15037,GB,0,0,0,0
15038,AE,1,1,0,0
15039,IT,0,0,0,0
15040,IN,1,1,1,0
15041,KH,1,3,17,0
15042,BG,0,0,0,0
15043,IN,1,1,0,0
15044,SE,1,42,389,1
15045,SE,1,42,389,1
15046,DZ,0,0,0,0
15047,KE,0,0,0,0
15048,IN,0,0,0,0
15049,GB,0,0,0,0
15050,RU,0,0,0,0
15051,IN,0,0,0,0
15052,IN,1,4,78,0
15053,IN,1,1,44,0
15054,EG,0,0,0,0
15055,CA,0,0,0,0
15056,BD,1,1,3,0
15057,KW,1,2,44,0
15058,GB,1,2,45,0
15059,EG,0,0,0,0
15060,SE,0,0,0,0
15061,LK,1,1,13,0
15062,MA,1,2,8,0
15063,US,0,0,0,0
15064,BY,0,0,0,0
15065,ZA,0,0,0,0
15066,PT,0,0,0,0
15067,NL,1,3,6,0
15068,US,1,1,0,0
15069,SG,1,3,178,1
15070,SG,1,3,178,1
15071,SG,1,3,178,1
15072,SG,1,3,178,1
15073,SG,1,3,178,1
15074,ID,1,1,0,0
15075,EG,0,0,0,0
15076,EG,0,0,0,0
15077,NG,0,0,0,0
15078,US,1,1,2,0
15079,EG,0,0,0,0
15080,EG,1,1,0,0
15081,CA,0,0,0,0
15082,NG,1,2,0,0
15083,GB,1,1,7,0
15084,DE,0,0,0,0
15085,IN,0,0,0,0
15086,US,1,1,0,0
15087,IN,1,1,0,0
15088,CZ,1,1,0,0
15089,DE,0,0,0,0
15090,US,0,0,0,0
15091,RW,0,0,0,0
15092,CO,1,1,4,0
15093,BE,1,2,0,0
15094,NG,0,0,0,0
15095,GB,0,0,0,0
15096,US,1,2,4,0
15097,IN,1,3,89,0
15098,BD,1,2,57,0
15099,NG,1,1,0,0
15100,EG,1,2,37,1
15101,US,1,1,17,0
15102,IN,0,0,0,0
15103,GB,1,1,3,0
15104,IN,0,0,0,0
15105,ZA,0,0,0,0
15106,NG,0,0,0,0
15107,IN,0,0,0,0
15108,EG,0,0,0,0
15109,PT,1,1,0,0
15110,EG,0,0,0,0
15111,DE,1,1,2,0
15112,DE,1,1,1,0
15113,EC,0,0,0,0
15114,BE,1,1,2,0
15115,PH,0,0,0,0
15116,NG,0,0,0,0
15117,US,0,0,0,0
15118,US,0,0,0,0
15119,CA,1,3,116,0
15120,AR,0,0,0,0
15121,US,0,0,0,0
15122,AR,0,0,0,0
15123,GB,0,0,0,0
15124,CA,1,1,8,0
15125,FR,0,0,0,0
15126,AU,0,0,0,0
15127,NG,1,1,1,0
15128,US,0,0,0,0
15129,CA,0,0,0,0
15130,US,0,0,0,0
15131,US,1,1,0,0
15132,BR,1,4,45,0
15133,EG,0,0,0,0
15134,CA,0,0,0,0
15135,US,1,1,0,0
15136,US,0,0,0,0
15137,DE,0,0,0,0
15138,IN,1,1,7,0
15139,UZ,0,0,0,0
15140,US,1,1,0,1
15141,AE,1,1,3,0
15142,IN,1,1,11,0
15143,UA,0,0,0,0
15144,CM,0,0,0,0
15145,GB,1,1,3,0
15146,IN,1,2,10,0
15147,SA,0,0,0,0
15148,BG,0,0,0,0
15149,EG,0,0,0,0
15150,PK,1,7,66,0
15151,PK,0,0,0,0
15152,LK,1,2,47,0
15153,AZ,0,0,0,0
15154,EG,0,0,0,0
15155,TH,0,0,0,0
15156,BG,0,0,0,0
15157,NL,1,1,0,0
15158,NG,1,1,1,0
15159,IN,0,0,0,0
15160,NG,1,1,6,0
15161,FR,0,0,0,0
15162,BY,1,1,0,0
15163,PT,0,0,0,0
15164,IL,0,0,0,0
15165,NG,0,0,0,0
15166,NG,1,2,34,0
15167,NG,1,1,50,0
15168,SL,0,0,0,0
15169,MA,0,0,0,0
15170,IN,0,0,0,0
15171,MY,1,1,0,0
15172,PT,0,0,0,0
15173,US,0,0,0,0
15174,IN,1,1,4,0
15175,AE,1,1,1,0
15176,AZ,0,0,0,0
15177,PL,1,3,42,0
15178,IN,0,0,0,0
15179,GB,0,0,0,0
15180,IT,1,11,298,0
15181,PK,1,1,3,0
15182,IN,0,0,0,0
15183,CA,0,0,0,0
15184,PK,0,0,0,0
15185,IN,0,0,0,0
15186,IN,0,0,0,0
15187,KE,0,0,0,0
15188,IN,0,0,0,0
15189,DK,0,0,0,0
15190,IN,1,1,1,0
15191,NP,1,1,5,0
15192,KW,1,2,3,0
15193,EG,1,1,1,0
15194,CA,1,5,340,0
15195,US,1,1,18,0
15196,PL,0,0,0,0
15197,NG,1,2,2,0
15198,FR,0,0,0,0
15199,BD,0,0,0,0
15200,BR,1,1,1,0
15201,US,1,1,8,0
15202,GE,1,2,15,0
15203,GB,0,0,0,0
15204,US,1,1,10,0
15205,EG,0,0,0,0
15206,UA,0,0,0,0
15207,NG,0,0,0,0
15208,NG,1,2,0,0
15209,CY,0,0,0,0
15210,NG,0,0,0,0
15211,NG,0,0,0,0
15212,EG,1,2,36,0
15213,NG,0,0,0,0
15214,NG,1,2,49,0
15215,IN,1,2,0,0
15216,BR,1,7,54,1
15217,NG,0,0,0,0
15218,US,1,48,338,1
15219,BD,0,0,0,0
15220,DE,1,1,2,0
15221,GB,0,0,0,0
15222,TN,0,0,0,0
15223,BR,1,20,146,1
15224,CI,1,1,2,0
15225,IN,0,0,0,0
15226,US,0,0,0,0
15227,IN,0,0,0,0
15228,TJ,1,1,12,0
15229,US,1,5,48,1
15230,IN,0,0,0,0
15231,IN,0,0,0,0
15232,ES,0,0,0,0
15233,GB,0,0,0,0
15234,IN,1,1,5,0
15235,RO,0,0,0,0
15236,IN,1,1,5,0
15237,IN,0,0,0,0
15238,PH,0,0,0,0
15239,CA,1,9,3,1
15240,CA,1,9,3,1
15241,CA,1,9,3,1
15242,CA,1,9,3,1
15243,SE,0,0,0,0
15244,US,0,0,0,0
15245,US,0,0,0,0
15246,NG,0,0,0,0
15247,US,1,1,12,0
15248,CZ,0,0,0,0
15249,NG,1,4,0,0
15250,NG,1,6,205,0
15251,PT,0,0,0,0
15252,GB,1,2,0,0
15253,DE,0,0,0,0
15254,KR,0,0,0,0
15255,CA,0,0,0,0
15256,US,1,1,37,0
15257,EG,0,0,0,0
15258,EG,1,3,50,0
15259,CA,0,0,0,0
15260,KE,0,0,0,0
15261,PH,1,2,2,0
15262,ID,1,1,0,0
15263,IN,0,0,0,0
15264,IN,1,1,2,0
15265,IN,0,0,0,0
15266,IN,1,1,3,0
15267,US,1,1,27,0
15268,IN,0,0,0,0
15269,US,0,0,0,0
15270,IN,1,1,0,0
15271,US,1,1,2,0
15272,PK,1,1,12,0
15273,IN,1,1,0,0
15274,US,0,0,0,0
15275,IN,0,0,0,0
15276,IN,1,1,0,0
15277,IN,0,0,0,0
15278,US,0,0,0,0
15279,IN,0,0,0,0
15280,PL,0,0,0,0
15281,IN,0,0,0,0
15282,JO,0,0,0,0
15283,US,0,0,0,0
15284,NG,0,0,0,0
15285,IT,1,1,1,0
15286,UG,0,0,0,0
15287,IN,1,3,63,0
15288,EG,1,1,6,0
15289,DE,0,0,0,0
15290,EG,1,1,1,0
15291,EG,0,0,0,0
15292,BR,0,0,0,0
15293,US,0,0,0,0
15294,IN,1,2,6,0
15295,IN,1,1,6,0
15296,ES,0,0,0,0
15297,EG,0,0,0,0
15298,NG,0,0,0,0
15299,QA,0,0,0,0
15300,GH,0,0,0,0
15301,AU,0,0,0,0
15302,NG,0,0,0,0
15303,NG,1,2,0,0
15304,MZ,1,1,19,0
15305,PT,1,2,11,0
15306,SE,0,0,0,0
15307,IN,0,0,0,0
15308,IN,0,0,0,0
15309,EG,0,0,0,0
15310,SD,1,2,1,0
15311,EG,1,7,51,0
15312,IN,0,0,0,0
15313,IN,0,0,0,0
15314,GA,0,0,0,0
15315,GB,0,0,0,0
15316,US,1,46,1,1
15317,IN,0,0,0,0
15318,IE,0,0,0,0
15319,EG,1,2,0,0
15320,IN,0,0,0,0
15321,IN,0,0,0,0
15322,US,1,1,23,0
15323,IN,0,0,0,0
15324,PK,0,0,0,0
15325,US,0,0,0,0
15326,IN,1,1,1,0
15327,FI,1,1,1,0
15328,EG,0,0,0,0
15329,US,0,0,0,0
15330,IN,0,0,0,0
15331,EG,1,5,32,0
15332,EG,0,0,0,0
15333,US,1,2,28,1
15334,US,1,2,28,1
15335,AZ,0,0,0,0
15336,US,1,3,12,0
15337,US,1,1,0,0
15338,US,0,0,0,0
15339,IN,0,0,0,0
15340,IN,1,1,1,0
15341,US,1,1,8,0
15342,US,1,2,1,0
15343,HU,1,1,18,0
15344,NG,0,0,0,0
15345,TR,1,1,1,0
15346,MA,0,0,0,0
15347,MX,1,1,0,0
15348,US,0,0,0,0
15349,US,0,0,0,0
15350,HU,1,1,0,0
15351,GB,1,2,44,0
15352,PA,1,3,51,0
15353,US,1,1,18,0
15354,IN,1,1,0,0
15355,DO,1,1,5,0
15356,AU,0,0,0,0
15357,US,0,0,0,0
15358,IN,0,0,0,0
15359,US,0,0,0,1
15360,AU,1,1,5,0
15361,US,0,0,0,0
15362,US,0,0,0,0
15363,PT,0,0,0,0
15364,US,0,0,0,0
15365,US,1,1,0,0
15366,EG,0,0,0,0
15367,IN,1,1,5,0
15368,NG,1,1,35,0
15369,TR,0,0,0,0
15370,ZW,1,1,94,0
15371,IN,1,1,2,0
15372,BD,1,2,61,0
15373,PK,1,28,12,1
15374,IN,0,0,0,0
15375,US,1,2,10,1
15376,IN,1,5,35,0
15377,BD,1,1,1,0
15378,IN,0,0,0,0
15379,TW,1,1,2,0
15380,NL,1,1,0,0
15381,KR,1,12,37,1
15382,IN,1,1,0,0
15383,NZ,1,1,4,0
15384,IN,0,0,0,0
15385,TR,1,1,0,0
15386,IN,0,0,0,0
15387,NG,0,0,0,0
15388,IE,0,0,0,0
15389,IN,0,0,0,0
15390,IE,0,0,0,0
15391,OM,0,0,0,0
15392,AE,1,1,0,0
15393,NG,0,0,0,0
15394,BG,0,0,0,0
15395,US,0,0,0,0
15396,MA,1,1,2,0
15397,IN,0,0,0,0
15398,EG,0,0,0,0
15399,IN,1,1,12,0
15400,GB,0,0,0,0
15401,IN,1,1,0,0
15402,NG,0,0,0,0
15403,ES,1,1,1,0
15404,IN,1,1,0,0
15405,JP,0,0,0,0
15406,AE,0,0,0,0
15407,CA,0,0,0,0
15408,EG,1,1,3,0
15409,IN,0,0,0,0
15410,IN,1,1,6,0
15411,FR,0,0,0,0
15412,US,1,3,6,0
15413,BR,0,0,0,0
15414,CO,0,0,0,0
15415,BE,1,1,19,0
15416,CA,1,1,1,0
15417,BR,1,1,0,0
15418,US,1,30,487,1
15419,IN,1,2,2,0
15420,BR,1,1,2,0
15421,US,0,0,0,0
15422,DE,0,0,0,0
15423,IT,0,0,0,0
15424,MA,1,1,1,0
15425,NO,0,0,0,0
15426,EG,0,0,0,0
15427,IN,0,0,0,0
15428,IN,0,0,0,0
15429,ES,1,44,41,1
15430,BD,0,0,0,0
15431,US,0,0,0,0
15432,BD,1,1,5,0
15433,US,0,0,0,0
15434,FR,1,1,7,0
15435,IN,1,1,0,0
15436,US,1,19,117,1
15437,EG,1,1,1,0
15438,GB,1,4,82,0
15439,EG,1,1,0,0
15440,NG,1,1,4,0
15441,AR,0,0,0,0
15442,EG,0,0,0,0
15443,ES,0,0,0,0
15444,PS,0,0,0,0
15445,CA,0,0,0,0
15446,US,1,1,0,0
15447,KE,1,1,0,0
15448,NZ,1,57,173,1
15449,AU,0,0,0,0
15450,DE,0,0,0,0
15451,CA,0,0,0,0
15452,IN,1,2,27,0
15453,US,0,0,0,0
15454,ID,0,0,0,0
15455,PK,1,1,19,0
15456,IN,0,0,0,0
15457,EG,0,0,0,0
15458,IE,1,1,0,0
15459,BD,1,2,26,0
15460,BR,0,0,0,0
15461,US,1,1,5,0
15462,CA,0,0,0,0
15463,IN,1,1,19,0
15464,US,1,1,6,0
15465,AU,1,14,67,1
15466,US,0,0,0,0
15467,PG,1,1,8,0
15468,AU,1,1,49,0
15469,PE,0,0,0,0
15470,CA,0,0,0,0
15471,EG,0,0,0,0
15472,VN,0,0,0,0
15473,PK,0,0,0,0
15474,ID,1,12,259,0
15475,IN,0,0,0,0
15476,IN,1,6,0,0
15477,SE,1,1,8,0
15478,US,0,0,0,0
15479,IN,0,0,0,0
15480,US,0,0,0,0
15481,GB,0,0,0,0
15482,AZ,0,0,0,0
15483,NL,0,0,0,0
15484,AE,0,0,0,0
15485,BG,0,0,0,0
15486,AU,1,1,14,0
15487,LB,0,0,0,0
15488,IN,0,0,0,0
15489,IN,0,0,0,0
15490,NG,0,0,0,0
15491,IN,0,0,0,0
15492,IN,1,1,0,0
15493,ES,1,1,1,0
15494,CM,0,0,0,0
15495,AZ,1,1,0,0
15496,CH,0,0,0,0
15497,US,1,2,0,0
15498,DZ,0,0,0,0
15499,US,1,2,35,0
15500,IN,1,1,43,0
15501,NG,0,0,0,0
15502,AT,0,0,0,0
15503,JO,0,0,0,0
15504,IN,0,0,0,0
15505,SG,1,25,254,1
15506,NP,1,1,5,0
15507,BR,1,1,1,0
15508,US,1,1,34,0
15509,TW,1,1,7,0
15510,US,0,0,0,1
15511,US,0,0,0,0
15512,FR,0,0,0,0
15513,IN,1,1,3,0
15514,KR,0,0,0,0
15515,MY,0,0,0,0
15516,IN,1,1,1,0
15517,US,0,0,0,0
15518,GB,1,1,0,0
15519,US,0,0,0,0
15520,US,1,1,19,0
15521,US,0,0,0,0
15522,IT,0,0,0,0
15523,IN,0,0,0,0
15524,IN,0,0,0,0
15525,US,1,3,48,0
15526,PT,0,0,0,0
15527,EG,0,0,0,0
15528,EG,1,1,3,0
15529,JM,1,3,11,0
15530,US,1,5,397,1
15531,US,1,5,397,1
15532,US,0,0,0,0
15533,IN,1,1,10,0
15534,ZA,0,0,0,0
15535,BR,0,0,0,0
15536,CA,1,27,490,1
15537,CA,1,26,433,1
15538,ZA,0,0,0,0
15539,NG,0,0,0,0
15540,US,1,3,1,1
